"results__name","results__domain","results__fullDomain","results__logo","results__links__pricing","results__links__privacyPolicy","results__links__tos","results__links__security","results__links__gdpr","pagination__pageCount","pagination__rangeStart","pagination__rangeEnd","pagination__page","pagination__totalItems","pagination__itemsPerPage","total"
"Google","google.com","https://google.com","https://logo.clearbit.com/google.com?size=36","","https://www.google.com/intl/en_bd/policies/privacy/?fg=1","https://www.google.com/intl/en_bd/policies/terms/regional.html","https://myaccount.google.com/security?pli=1","https://www.google.com/cloud/security/gdpr/","45","1","25","1","1124","25","1124"
"Intuit","intuit.com","https://intuit.com","https://logo.clearbit.com/intuit.com?size=36","https://quickbooks.intuit.com/ae/pricing/","https://security.intuit.com/index.php/privacy","https://accounts.intuit.com/terms-of-service","https://security.intuit.com/","https://quickbooks.intuit.com/uk/gdpr/","","","","","","",""
"Microsoft","microsoft.com","https://microsoft.com","https://logo.clearbit.com/microsoft.com?size=36","https://azure.microsoft.com/en-us/pricing/#product-picker","https://privacy.microsoft.com/en-us","https://www.microsoft.com/en-us/legal/intellectualproperty/copyright/default.aspx","https://www.microsoft.com/en-us/security/default.aspx","https://blogs.office.com/en-us/2018/02/22/microsoft-365-provides-an-information-protection-strategy-to-help-with-the-gdpr/","","","","","","",""
"Amazon Web Services","aws.amazon.com","https://aws.amazon.com","https://logo.clearbit.com/aws.amazon.com?size=36","https://aws.amazon.com/pricing/?nc2=h_ql_pr&awsm=ql-3","https://aws.amazon.com/privacy/?nc1=f_pr","https://aws.amazon.com/terms/?nc1=f_pr","https://aws.amazon.com/security/?nc1=f_cc","https://aws.amazon.com/compliance/gdpr-center/","","","","","","",""
"LinkedIn","linkedin.com","https://linkedin.com","https://logo.clearbit.com/linkedin.com?size=36","https://www.linkedin.com/help/linkedin/answer/71/linkedin-free-accounts-and-premium-subscriptions?lang=en","https://www.linkedin.com/legal/privacy-policy","https://www.linkedin.com/legal/user-agreement","https://security.linkedin.com/","https://www.linkedin.com/pulse/linkedin-gdpr-what-you-need-know-greg-cooper","","","","","","",""
"Adobe","adobe.com","https://adobe.com","https://logo.clearbit.com/adobe.com?size=36","https://www.adobe.com/products/catalog.html?types=pf_252Fdesktop&types=pf_252Fmobile&types=pf_252Fweb&promoid=ZFN4FMKB&mv=other","https://www.adobe.com/privacy.html","https://www.adobe.com/legal/terms.html","https://helpx.adobe.com/security.html","https://www.adobe.com/privacy/general-data-protection-regulation.html","","","","","","",""
"Github","github.com","https://github.com","https://logo.clearbit.com/github.com?size=36","https://github.com/pricing","https://help.github.com/articles/github-privacy-statement/","https://help.github.com/articles/github-terms-of-service/","https://help.github.com/articles/github-security/","https://github.com/SharePoint/sp-dev-gdpr-activity-hub","","","","","","",""
"Dropbox","dropbox.com","https://dropbox.com","https://logo.clearbit.com/dropbox.com?size=36","https://www.dropbox.com/individual/plans-comparison","https://www.dropbox.com/privacy","https://www.dropbox.com/privacy#terms","https://www.dropbox.com/security","https://www.dropbox.com/security/GDPR","","","","","","",""
"Slack","slack.com","https://slack.com","https://logo.clearbit.com/slack.com?size=36","https://slack.com/pricing","https://slack.com/privacy-policy","https://slack.com/terms-of-service","https://slack.com/security","https://slack.com/gdpr","","","","","","",""
"Godaddy","godaddy.com","https://godaddy.com","https://logo.clearbit.com/godaddy.com?size=36","https://sg.auctions.godaddy.com/trppricing.aspx","https://sg.godaddy.com/agreements/showdoc.aspx?pageid=PRIVACY","https://sg.godaddy.com/agreements/showdoc.aspx?pageid=UTOS&app_hdr=0","","https://sg.godaddy.com/community/SSL-And-Security/GDPR-compliance/td-p/73531","","","","","","",""
"Atlassian","atlassian.com","https://atlassian.com","https://logo.clearbit.com/atlassian.com?size=36","https://www.atlassian.com/licensing/cloud/future-pricing","https://www.atlassian.com/legal/privacy-policy","https://www.atlassian.com/legal/customer-agreement","https://www.atlassian.com/trust/security","https://www.atlassian.com/blog/announcements/atlassian-and-gdpr-our-commitment-to-data-privacy","","","","","","",""
"Salesforce","salesforce.com","https://salesforce.com","https://logo.clearbit.com/salesforce.com?size=36","https://www.salesforce.com/in/editions-pricing/sales-cloud/?d=70130000000Ysao","https://www.salesforce.com/in/company/privacy/","https://www.salesforce.com/company/legal/sfdc-website-terms-of-service.jsp","https://trust.salesforce.com/en/security/","https://trust.salesforce.com/en/security/general-data-protection-regulation/","","","","","","",""
"Zapier","zapier.com","https://zapier.com","https://logo.clearbit.com/zapier.com?size=36","https://zapier.com/pricing/","https://zapier.com/privacy/","https://zapier.com/terms/","https://zapier.com/blog/two-factor-authentication-2fa-guide/","","","","","","","",""
"InVision","invisionapp.com","https://invisionapp.com","https://logo.clearbit.com/invisionapp.com?size=36","https://www.invisionapp.com/plans","https://www.invisionapp.com/privacy","https://www.invisionapp.com/terms","https://www.invisionapp.com/security","https://support.invisionapp.com/hc/en-us/articles/115003634123-Does-InVision-comply-with-the-General-Data-Protection-Regulation-for-EU-customers-","","","","","","",""
"Gogoair","gogoair.com","https://gogoair.com","https://logo.clearbit.com/gogoair.com?size=36","https://www.gogoair.com/for-passengers/","https://content.gogoair.com/privacy/?lang=en_US","https://content.gogoair.com/terms/?lang=en_US","https://tech.gogoair.com/tagged/security","","","","","","","",""
"LogMeIn","logmein.com","https://logmein.com","https://logo.clearbit.com/logmein.com?size=36","https://www.logmeinrescue.com/pricing","https://www.logmeininc.com/legal/overview","https://www.logmeininc.com/legal/terms-and-conditions","https://www.logmein.com/pro/security-information","https://www.logmeininc.com/logmein-and-gdpr","","","","","","",""
"Skype","skype.com","https://skype.com","https://logo.clearbit.com/skype.com?size=36","https://products.office.com/en-us/compare-all-microsoft-office-products?tab=1","https://privacy.microsoft.com/en-us/privacystatement","https://www.microsoft.com/en-us/legal/intellectualproperty/copyright/default.aspx","","https://attend-emea.broadcast.skype.com/en-US/1f4e87d7-3050-4732-b775-2fb24e1f0d38/fbdc73d2-f364-4ca1-9424-d16d5a775f6c/player?cid=mrx5kqqrrctnbyau6gbtibx22wfain4cenvzzxtrg76iaoqdjvga&rid=EMEA","","","","","","",""
"Mailchimp","mailchimp.com","https://mailchimp.com","https://logo.clearbit.com/mailchimp.com?size=36","https://mailchimp.com/pricing/","https://mailchimp.com/legal/privacy/","https://mailchimp.com/legal/terms/","https://mailchimp.com/about/security/","https://blog.mailchimp.com/getting-ready-for-the-gdpr/","","","","","","",""
"Intercom","intercom.com","https://intercom.com","https://logo.clearbit.com/intercom.com?size=36","https://www.intercom.com/pricing","https://www.intercom.com/terms-and-policies#privacy","https://www.intercom.com/terms-and-policies#terms","https://www.intercom.com/security","https://docs.intercom.com/pricing-privacy-and-terms/how-were-preparing-for-gdpr","","","","","","",""
"Typeform","typeform.com","https://typeform.com","https://logo.clearbit.com/typeform.com?size=36","https://www.typeform.com/pricing/","https://admin.typeform.com/to/dwk6gt","https://admin.typeform.com/to/dwk6gt","https://www.typeform.com/help/what-happens-to-my-data/","https://www.typeform.com/help/gdpr-compliance/","","","","","","",""
"Shutterstock","shutterstock.com","https://shutterstock.com","https://logo.clearbit.com/shutterstock.com?size=36","https://www.shutterstock.com/subscribe","https://www.shutterstock.com/privacy","https://www.shutterstock.com/terms","https://www.shutterstock.com/blog/a-security-update-from-shutterstock","","","","","","","",""
"Zoom","zoom.us","https://zoom.us","https://logo.clearbit.com/zoom.us?size=36","https://zoom.us/pricing","https://zoom.us/privacy","https://zoom.us/terms","https://zoom.us/docs/doc/Zoom-Security-White-Paper.pdf","","","","","","","",""
"Expensify","expensify.com","https://expensify.com","https://logo.clearbit.com/expensify.com?size=36","https://www.expensify.com/pricing","https://use.expensify.com/privacy","https://use.expensify.com/terms","https://docs.expensify.com/security-and-supported-web-browsers/security","https://blog.expensify.com/2018/03/13/our-top-three-takeaways-from-xero-roadshow-london-2018/","","","","","","",""
"Hubspot","hubspot.com","https://hubspot.com","https://logo.clearbit.com/hubspot.com?size=36","https://www.hubspot.com/pricing/marketing?professional","https://legal.hubspot.com/privacy-policy?_ga=2.174432107.875582446.1521393474-893085766.1521393474","https://legal.hubspot.com/website-terms-of-use","https://www.hubspot.com/products/uptime-security-speed","https://www.hubspot.com/data-privacy/gdpr","","","","","","",""
"LastPass","lastpass.com","https://lastpass.com","https://logo.clearbit.com/lastpass.com?size=36","https://www.lastpass.com/pricing","https://www.logmeininc.com/legal/privacy","https://www.logmeininc.com/legal/terms-and-conditions","https://lastpass.com/enterprise/security/","https://www.logmeininc.com/logmein-and-gdpr","","","","","","",""
"Calendly","calendly.com","https://calendly.com","https://logo.clearbit.com/calendly.com?size=36","https://calendly.com/pages/pricing","https://calendly.com/pages/privacy","https://calendly.com/pages/terms","","https://calendly.com/cluedin/gdpr/03-26-2018","45","26","50","2","1124","25","1124"
"Vimeo","vimeo.com","https://vimeo.com","https://logo.clearbit.com/vimeo.com?size=36","","https://vimeo.com/privacy","https://vimeo.com/terms","https://vimeo.com/about/security","","","","","","","",""
"Box","box.com","https://box.com","https://logo.clearbit.com/box.com?size=36","https://www.box.com/pricing","https://www.box.com/legal/privacypolicy","https://www.box.com/legal/termsofservice","https://www.box.com/security","https://www.box.com/gdpr","","","","","","",""
"SendGrid","sendgrid.com","https://sendgrid.com","https://logo.clearbit.com/sendgrid.com?size=36","https://sendgrid.com/pricing/","https://sendgrid.com/policies/privacy/","https://sendgrid.com/policies/tos/","https://sendgrid.com/policies/security/","https://sendgrid.com/resource/general-data-protection-regulation/","","","","","","",""
"Docusign","docusign.com","https://docusign.com","https://logo.clearbit.com/docusign.com?size=36","https://www.docusign.com/products-and-pricing","https://www.docusign.com/company/privacy-policy","https://www.docusign.com/company/terms-and-conditions/web","https://www.docusign.com/how-it-works/security","https://www.docusign.com/gdpr-basics","","","","","","",""
"Asana","asana.com","https://asana.com","https://logo.clearbit.com/asana.com?size=36","https://asana.com/pricing","https://asana.com/terms#privacy-policy","https://asana.com/terms#terms-of-service","https://asana.com/security-statement","","","","","","","",""
"Heroku","heroku.com","https://heroku.com","https://logo.clearbit.com/heroku.com?size=36","https://www.heroku.com/pricing","https://www.salesforce.com/company/privacy/","https://www.heroku.com/policy/salesforce-heroku-msa","https://www.heroku.com/policy/security","","","","","","","",""
"Twilio","twilio.com","https://twilio.com","https://logo.clearbit.com/twilio.com?size=36","https://www.twilio.com/pricing","https://www.twilio.com/legal/privacy","https://www.twilio.com/legal/tos","https://www.twilio.com/docs/api/security","https://www.twilio.com/gdpr","","","","","","",""
"Mixpanel","mixpanel.com","https://mixpanel.com","https://logo.clearbit.com/mixpanel.com?size=36","https://mixpanel.com/pricing/","https://mixpanel.com/privacy/","https://mixpanel.com/terms/","https://help.mixpanel.com/hc/en-us/sections/115001299023-Data-Security-and-Privacy","https://mixpanel.com/blog/2017/12/21/gdpr-mixpanel-readiness/","","","","","","",""
"Zendesk","zendesk.com","https://zendesk.com","https://logo.clearbit.com/zendesk.com?size=36","https://www.zendesk.com/product/pricing/","https://www.zendesk.com/company/customers-partners/privacy-policy/","https://www.zendesk.com/company/customers-partners/terms-of-use/","https://www.zendesk.com/product/zendesk-security/","https://www.zendesk.com/blog/zendesk-eu-data-protection/","","","","","","",""
"Pingdom","pingdom.com","https://pingdom.com","https://logo.clearbit.com/pingdom.com?size=36","https://www.pingdom.com/pricing","https://www.solarwinds.com/legal/privacy","https://www.pingdom.com/legal/terms-of-use","https://royal.pingdom.com/tag/security/","https://www.solarwinds.com/legal/privacy#gdpr","","","","","","",""
"Squarespace","squarespace.com","https://squarespace.com","https://logo.clearbit.com/squarespace.com?size=36","https://www.squarespace.com/pricing","https://www.squarespace.com/privacy","https://www.squarespace.com/terms-of-service","https://support.squarespace.com/hc/en-us/articles/206800667-Technical-issues-and-security","https://answers.squarespace.com/questions/203053/gdpr-compliance-1.html","","","","","","",""
"CircleCI","circleci.com","https://circleci.com","https://logo.clearbit.com/circleci.com?size=36","http://circleci.com/pricing/","http://circleci.com/privacy/","http://circleci.com/terms-of-service/","http://circleci.com/security/","","","","","","","",""
"SurveyMonkey","surveymonkey.com","https://surveymonkey.com","https://logo.clearbit.com/surveymonkey.com?size=36","https://www.surveymonkey.com/pricing/?ut_source=header","https://www.surveymonkey.com/mp/policy/privacy-policy/?ut_source=footer","https://www.surveymonkey.com/mp/policy/terms-of-use/?ut_source=footer","https://www.surveymonkey.com/mp/policy/security/?ut_source=footer","https://www.surveymonkey.com/mp/gdpr/?ut_source=footer","","","","","","",""
"New Relic","newrelic.com","https://newrelic.com","https://logo.clearbit.com/newrelic.com?size=36","https://newrelic.com/application-monitoring/pricing","https://newrelic.com/privacy","https://newrelic.com/terms","https://newrelic.com/security","https://newrelic.com/content/dam/new-relic/resources/white-papers/New%20Relic%20GDPR_FAQ_2017%20_September.pdf","","","","","","",""
"Udemy","udemy.com","https://udemy.com","https://logo.clearbit.com/udemy.com?size=36","","https://www.udemy.com/terms/privacy/","https://www.udemy.com/terms/","","","","","","","","",""
"PagerDuty","pagerduty.com","https://pagerduty.com","https://logo.clearbit.com/pagerduty.com?size=36","https://www.pagerduty.com/pricing/","https://www.pagerduty.com/privacy-policy/","https://www.pagerduty.com/service-terms-use/","https://www.pagerduty.com/security/","http://zapthink.ulitzer.com/node/4213944","","","","","","",""
"Audible","audible.com","https://audible.com","https://logo.clearbit.com/audible.com?size=36","","https://www.amazon.com/gp/help/customer/display.html/ref=hp_left_v4_sib?ie=UTF8&nodeId=468496","https://www.audible.com/legal/conditions-of-use","","","","","","","","",""
"Bohemian Coding","sketchapp.com","https://sketchapp.com","https://logo.clearbit.com/sketchapp.com?size=36","https://sketchapp.com/pricing/","https://sketchapp.com/privacy/","https://sketchapp.com/tos/","https://developer.sketchapp.com/blog/2016-09-26-plugin-latest-v40/","","","","","","","",""
"BrowserStack","browserstack.com","https://browserstack.com","https://logo.clearbit.com/browserstack.com?size=36","https://www.browserstack.com/pricing?tab=browser-plans-tab","https://www.browserstack.com/privacy","https://www.browserstack.com/terms","https://www.browserstack.com/security","","","","","","","",""
"Smartsheet","smartsheet.com","https://smartsheet.com","https://logo.clearbit.com/smartsheet.com?size=36","https://www.smartsheet.com/pricing","https://www.smartsheet.com/legal/privacy","https://www.smartsheet.com/legal","https://www.smartsheet.com/security-info","https://www.smartsheet.com/blog/smartsheet-prepares-for-gdpr","","","","","","",""
"EShares","carta.com","https://carta.com","https://logo.clearbit.com/carta.com?size=36","https://support.carta.com/article/533-option-pricing-model","https://support.carta.com/article/166-privacy-policy","https://support.carta.com/article/139-terms-of-service","https://support.carta.com/article/97-eshares-security-overview","https://support.carta.com/article/962-gdpr-compliance","","","","","","",""
"Dribbble","dribbble.com","https://dribbble.com","https://logo.clearbit.com/dribbble.com?size=36","","https://dribbble.com/privacy","https://dribbble.com/terms","","","","","","","","",""
"FastSpring","fastspring.com","https://fastspring.com","https://logo.clearbit.com/fastspring.com?size=36","https://fastspring.com/plans/","https://fastspring.com/privacy","https://fastspring.com/terms-use/","","https://fastspring.com/c/gdpr-compliance-2018/","","","","","","",""
"DigitalOcean","digitalocean.com","https://digitalocean.com","https://logo.clearbit.com/digitalocean.com?size=36","https://www.digitalocean.com/pricing/","https://www.digitalocean.com/legal/privacy/","https://www.digitalocean.com/legal/terms/","https://www.digitalocean.com/security/","https://www.digitalocean.com/security/gdpr/","","","","","","",""
"Citrix Systems","citrix.com","https://citrix.com","https://logo.clearbit.com/citrix.com?size=36","https://www.citrix.com/buy/","https://www.citrix.com/about/legal/privacy/","https://www.citrix.com/about/legal/legal-notice/","https://www.citrix.com/about/legal/security-compliance/","https://www.citrix.com/it-security/gdpr.html","45","51","75","3","1124","25","1124"
"Grammarly","grammarly.com","https://grammarly.com","https://logo.clearbit.com/grammarly.com?size=36","https://www.grammarly.com/premium","https://www.grammarly.com/privacy-policy","https://www.grammarly.com/terms","https://support.grammarly.com/hc/en-us/articles/115000090212-How-can-I-keep-my-Grammarly-account-secure-","","","","","","","",""
"Envato","envato.com","https://envato.com","https://logo.clearbit.com/envato.com?size=36","https://elements.envato.com/pricing","https://envato.com/privacy/","https://elements.envato.com/user-terms","https://webuild.envato.com/helpful-hacker/","","","","","","","",""
"Trello","trello.com","https://trello.com","https://logo.clearbit.com/trello.com?size=36","https://trello.com/pricing","https://trello.com/privacy","https://trello.com/legal","https://trello.com/legal/security","https://trello.com/c/bzPeHAbI/813-general-data-protection-regulation-gdpr-what-we-know-whats-coming-next","","","","","","",""
"RingCentral","ringcentral.com","https://ringcentral.com","https://logo.clearbit.com/ringcentral.com?size=36","https://www.ringcentral.com/office/plansandpricing.html","https://www.ringcentral.com/legal/privacy-notice.html","https://www.ringcentral.com/legal/tou.html","https://www.ringcentral.com/technology/security.html","","","","","","","",""
"Evernote","evernote.com","https://evernote.com","https://logo.clearbit.com/evernote.com?size=36","https://evernote.com/get-started","https://evernote.com/privacy","https://evernote.com/legal/terms-of-service","https://evernote.com/security","https://evernote.com/privacy/gdpr","","","","","","",""
"Bill.Com","bill.com","https://bill.com","https://logo.clearbit.com/bill.com?size=36","https://www.bill.com/product/pricing/","https://www.bill.com/privacy/","https://app.bill.com/TermsOfService","https://www.bill.com/faq/general-questions/security/","","","","","","","",""
"Yesware","yesware.com","https://yesware.com","https://logo.clearbit.com/yesware.com?size=36","https://www.yesware.com/plans-and-pricing/","https://www.yesware.com/privacy/","https://www.yesware.com/terms/","https://www.yesware.com/security/","","","","","","","",""
"Buffer","buffer.com","https://buffer.com","https://logo.clearbit.com/buffer.com?size=36","https://buffer.com/pricing","https://buffer.com/privacy","https://buffer.com/terms","https://buffer.com/security","","","","","","","",""
"Segment","segment.com","https://segment.com","https://logo.clearbit.com/segment.com?size=36","https://segment.com/pricing","https://segment.com/docs/legal/privacy/","https://segment.com/docs/legal/terms/","https://segment.com/docs/legal/security/","https://segment.com/blog/segment-and-the-gdpr/","","","","","","",""
"Boomerang","boomerangapp.com","https://boomerangapp.com","https://logo.clearbit.com/boomerangapp.com?size=36","https://www.boomeranggmail.com/subscriptions.html","https://www.boomeranggmail.com/privacy.html","","","","","","","","","",""
"Namecheap","namecheap.com","https://namecheap.com","https://logo.clearbit.com/namecheap.com?size=36","https://www.namecheap.com/domains/registration/cctld/me.aspx","https://www.namecheap.com/legal/general/privacy-policy.aspx","https://www.namecheap.com/legal/universal/universal-tos.aspx","https://www.namecheap.com/security.aspx","","","","","","","",""
"Solarwinds","solarwinds.com","https://solarwinds.com","https://logo.clearbit.com/solarwinds.com?size=36","https://us.store.solarwinds.com/c-6-dameware.aspx","https://www.solarwinds.com/legal/privacy","https://www.solarwinds.com/legal/terms","https://www.solarwinds.com/information-security","https://thwack.solarwinds.com/community/monitoring-central/blog/2017/07/05/gdpr-what-is-it-and-how-can-solarwinds-help","","","","","","",""
"Jetbrains","jetbrains.com","https://jetbrains.com","https://logo.clearbit.com/jetbrains.com?size=36","https://www.jetbrains.com/pycharm/buy/#edition=commercial","http://www.jetbrains.com/company/privacy.html","http://www.jetbrains.com/company/useterms.html?fromFooter","http://www.jetbrains.com/privacy-security/?fromFooter","https://blog.jetbrains.com/upsource/2018/03/01/upsource-2017-3-2888-security-update-with-functionality-for-gdpr-compliance/","","","","","","",""
"Basecamp (FKA 37signals)","basecamp.com","https://basecamp.com","https://logo.clearbit.com/basecamp.com?size=36","https://basecamp.com/pricing","https://basecamp.com/about/policies/privacy","https://basecamp.com/about/policies/terms","https://basecamp.com/about/policies/security","","","","","","","",""
"Crunchbase","crunchbase.com","https://crunchbase.com","https://logo.clearbit.com/crunchbase.com?size=36","https://about.crunchbase.com/products/pricing","https://about.crunchbase.com/terms-of-service/privacy-policy/","https://about.crunchbase.com/terms-of-service/","","https://www.crunchbase.com/event/data-privacy-and-gdpr-workshop#section-overview","","","","","","",""
"Pipedrive","pipedrive.com","https://pipedrive.com","https://logo.clearbit.com/pipedrive.com?size=36","https://www.pipedrive.com/en/plans","https://www.pipedrive.com/en/privacy","https://www.pipedrive.com/en/terms-of-service","https://www.pipedrive.com/en/features/reliability-safety","https://blog.pipedrive.com/2018/03/gdpr-compliance/","","","","","","",""
"Office 365","office.com","https://office.com","https://logo.clearbit.com/office.com?size=36","https://products.office.com/en-US/compare-all-microsoft-office-products?tab=1","https://privacy.microsoft.com/en-us","https://www.microsoft.com/en-us/legal/intellectualproperty/copyright/default.aspx","https://support.office.com/en-us/article/introducing-the-office-365-secure-score-c9e7160f-2c34-4bd0-a548-5ddcc862eaef","https://blogs.office.com/en-us/2018/02/22/microsoft-365-provides-an-information-protection-strategy-to-help-with-the-gdpr/","","","","","","",""
"Clearbit","clearbit.com","https://clearbit.com","https://logo.clearbit.com/clearbit.com?size=36","https://clearbit.com/pricing","https://clearbit.com/privacy","https://clearbit.com/terms","https://clearbit.com/privacyshield","","","","","","","",""
"Fullcontact","fullcontact.com","https://fullcontact.com","https://logo.clearbit.com/fullcontact.com?size=36","https://www.fullcontact.com/apps/pricing/","https://www.fullcontact.com/privacy/","https://www.fullcontact.com/terms/","https://www.fullcontact.com/security/","https://www.fullcontact.com/blog/gdpr-whats-beyond-all-the-noise/","","","","","","",""
"Fullstory","fullstory.com","https://fullstory.com","https://logo.clearbit.com/fullstory.com?size=36","https://www.fullstory.com/pricing/","https://www.fullstory.com/legal/privacy/","https://www.fullstory.com/legal/terms-and-conditions/","https://help.fullstory.com/spp-ref/140607","https://help.fullstory.com/43801-general-data-protection-regulation-gdpr/gdpr?from_search=22709821","","","","","","",""
"Vmware","vmware.com","https://vmware.com","https://logo.clearbit.com/vmware.com?size=36","https://cloud.vmware.com/vmc-aws/pricing","https://www.vmware.com/in/help/privacy.html","https://www.vmware.com/in/help/legal.html","https://www.vmware.com/it-priorities/transform-security.html","https://www.vmware.com/content/dam/digitalmarketing/vmware/en/pdf/solutionoverview/vmware-general-data-protection-regulation-and-it-management-vmware-perspective.pdf","","","","","","",""
"CloudApp","getcloudapp.com","https://getcloudapp.com","https://logo.clearbit.com/getcloudapp.com?size=36","https://www.getcloudapp.com/pricing","https://www.getcloudapp.com/privacy","https://www.getcloudapp.com/terms","https://www.getcloudapp.com/business","","","","","","","",""
"Wix","wix.com","https://wix.com","https://logo.clearbit.com/wix.com?size=36","http://www.wix.com/upgrade/premium-plans","https://www.wix.com/about/privacy","https://www.wix.com/about/terms-of-use","https://support.wix.com/en/about-wix/security","https://support.wix.com/en/article/general-data-protection-regulation-gdpr","","","","","","",""
"Sentry","sentry.io","https://sentry.io","https://logo.clearbit.com/sentry.io?size=36","https://sentry.io/pricing/","https://sentry.io/privacy/","https://sentry.io/terms/","https://sentry.io/security/","","","","","","","",""
"Pivotal","pivotal.io","https://pivotal.io","https://logo.clearbit.com/pivotal.io?size=36","https://run.pivotal.io/pricing/","https://pivotal.io/privacy-policy","https://pivotal.io/legal","https://pivotal.io/cloud-native-security","","45","76","100","4","1124","25","1124"
"Wistia","wistia.com","https://wistia.com","https://logo.clearbit.com/wistia.com?size=36","https://wistia.com/pricing","https://wistia.com/privacy","https://wistia.com/terms","https://wistia.com/support/getting-started/security","https://fast.wistia.com/embed/medias/ta1p3n6pk7","","","","","","",""
"Desk","desk.com","https://desk.com","https://logo.clearbit.com/desk.com?size=36","https://www.desk.com/pricing","https://www.desk.com/privacy","https://www.desk.com/terms","https://help.salesforce.com/articleView?id=Desk-com-Trust-and-Compliance-Documentation&type=1","https://support.desk.com/customer/en/portal/topics/1112890-gdpr/articles?b_id=6374","","","","","","",""
"Rackspace","rackspace.com","https://rackspace.com","https://logo.clearbit.com/rackspace.com?size=36","https://www.rackspace.com/openstack/public/pricing","https://www.rackspace.com/information/legal/privacycenter","https://www.rackspace.com/information/legal/websiteterms","https://community.rackspace.com/products/f/public-cloud-forum/7777/security-compliance-with-data-in-rackspace-cloud","https://www.rackspace.com/gdpr","","","","","","",""
"Olark","olark.com","https://olark.com","https://logo.clearbit.com/olark.com?size=36","https://www.olark.com/pricing","https://www.olark.com/privacy-policy","https://www.olark.com/tos","https://www.olark.com/help/security","","","","","","","",""
"Grasshopper","grasshopper.com","https://grasshopper.com","https://logo.clearbit.com/grasshopper.com?size=36","https://signup.grasshopper.com/plans","https://www.logmeininc.com/legal/privacy","https://www.logmeininc.com/legal/terms-and-conditions","","","","","","","","",""
"Hootsuite","hootsuite.com","https://hootsuite.com","https://logo.clearbit.com/hootsuite.com?size=36","https://hootsuite.com/plans","https://hootsuite.com/legal/privacy","https://hootsuite.com/legal/terms","https://hootsuite.com/platform/security","https://hootsuite.com/legal/general-data-protection-regulation","","","","","","",""
"Moz","moz.com","https://moz.com","https://logo.clearbit.com/moz.com?size=36","https://moz.com/products/pricing","https://moz.com/privacy-policy","https://moz.com/terms-of-use","","https://moz.com/community/q/gdpr-analytics-tag-manager-beyond","","","","","","",""
"StatusPage","statuspage.io","https://statuspage.io","https://logo.clearbit.com/statuspage.io?size=36","https://ignitetech.com/solutions/security-compliance/","https://dr-wac.atlassian.com/legal/privacy-policy","https://community.atlassian.com/t5/user/termsofservicepage","https://dr-wac.atlassian.com/trust/security","","","","","","","",""
"Wpengine","wpengine.com","https://wpengine.com","https://logo.clearbit.com/wpengine.com?size=36","https://wpengine.com/plans/","https://wpengine.com/legal/privacy/","https://wpengine.com/legal/terms-of-service/","https://wpengine.com/technology/security/","https://wpengine.co.uk/support/gdpr-compliance/","","","","","","",""
"Mixmax","mixmax.com","https://mixmax.com","https://logo.clearbit.com/mixmax.com?size=36","https://mixmax.com/pricing/","https://mixmax.com/privacy.html","https://mixmax.com/terms.html","https://mixmax.com/security/","https://mixmax.com/blog/privacy-gdpr","","","","","","",""
"HelloSign","hellosign.com","https://hellosign.com","https://logo.clearbit.com/hellosign.com?size=36","https://app.hellosign.com/info/pricing","https://www.hellosign.com/legal/helloworks-privacy","https://www.hellosign.com/legal/helloworks-tos","https://www.hellosign.com/legal/security","https://www.hellosign.com/security/compliance","","","","","","",""
"Tableau","tableau.com","https://tableau.com","https://logo.clearbit.com/tableau.com?size=36","https://www.tableau.com/pricing","https://www.tableau.com/privacy","https://www.tableau.com/legal","https://www.tableau.com/security","https://www.tableau.com/security","","","","","","",""
"Litmus","litmus.com","https://litmus.com","https://logo.clearbit.com/litmus.com?size=36","http://litmus.com/pricing","http://litmus.com/privacy","http://litmus.com/terms","https://litmus.com/blog/security-at-litmus-how-we-keep-your-data-assets-safe","https://litmus.com/blog/5-things-you-must-know-about-email-consent-under-gdpr","","","","","","",""
"Breather","breather.com","https://breather.com","https://logo.clearbit.com/breather.com?size=36","","https://breather.com/privacy-policy","https://breather.com/tos","","","","","","","","",""
"SEMrush","semrush.com","https://semrush.com","https://logo.clearbit.com/semrush.com?size=36","https://www.semrush.com/prices/","https://www.semrush.com/company/legal/privacy-policy/","https://www.semrush.com/company/legal/terms-of-use/","https://www.semrush.com/news/category/security/","","","","","","","",""
"Hotjar","hotjar.com","https://hotjar.com","https://logo.clearbit.com/hotjar.com?size=36","https://www.hotjar.com/pricing","https://www.hotjar.com/privacy","https://www.hotjar.com/terms","https://help.hotjar.com/hc/en-us/sections/115003180467-Privacy-Security-and-Operations","https://www.hotjar.com/gdpr","","","","","","",""
"PluralSight","pluralsight.com","https://pluralsight.com","https://logo.clearbit.com/pluralsight.com?size=36","https://www.pluralsight.com/pricing","https://www.pluralsight.com/privacy","https://www.pluralsight.com/terms","","","","","","","","",""
"Bugsnag","bugsnag.com","https://bugsnag.com","https://logo.clearbit.com/bugsnag.com?size=36","https://www.bugsnag.com/pricing/","https://docs.bugsnag.com/legal/privacy-policy/","https://docs.bugsnag.com/legal/terms-of-service/","https://www.bugsnag.com/security/","https://www.bugsnag.com/security/","","","","","","",""
