"results__name","results__domain","results__fullDomain","results__logo","results__links__pricing","results__links__privacyPolicy","results__links__tos","results__links__security","results__links__gdpr","pagination__pageCount","pagination__rangeStart","pagination__rangeEnd","pagination__page","pagination__totalItems","pagination__itemsPerPage","total"
"Instapage","instapage.com","https://instapage.com","https://logo.clearbit.com/instapage.com?size=36","https://instapage.com/pricing","https://instapage.com/privacy-policy","https://instapage.com/terms-of-service","https://instapage.com/security","https://instapage.com/blog/what-is-eu-gdpr","","","","","","",""
"Shopify","shopify.com","https://shopify.com","https://logo.clearbit.com/shopify.com?size=36","","https://www.shopify.com/legal/privacy","https://www.shopify.com/legal/terms","https://help.shopify.com/manual/your-account/account-security","https://help.shopify.com/manual/your-account/GDPR","","","","","","",""
"Treehouse Island","teamtreehouse.com","https://teamtreehouse.com","https://logo.clearbit.com/teamtreehouse.com?size=36","https://teamtreehouse.com/subscribe/plans?trial=yes","https://teamtreehouse.com/privacy","https://teamtreehouse.com/terms","https://teamtreehouse.com/library/topic:security","","","","","","","",""
"Workable","workable.com","https://workable.com","https://logo.clearbit.com/workable.com?size=36","https://www.workable.com/pricing","https://www.workable.com/privacy","https://www.workable.com/terms","https://www.workable.com/security","https://resources.workable.com/tutorial/gdpr-compliance-guide-recruiting","","","","","","",""
"WeTransfer","wetransfer.com","https://wetransfer.com","https://logo.clearbit.com/wetransfer.com?size=36","https://wetransfer.com/plus?trk=Splashpage_v30_purple_returning","https://wetransfer.com/legal/privacy","https://wetransfer.com/legal/terms","https://wetransfer.zendesk.com/hc/en-us/categories/201270873-Security-Privacy","https://wetransfer.zendesk.com/hc/en-us/articles/360000341863-GDPR-compliance","45","226","250","10","1124","25","1124"
"Istock","istock.com","https://istock.com","https://logo.clearbit.com/istock.com?size=36","https://www.istockphoto.com/photos/price","https://www.istockphoto.com/legal/privacy-policy","https://www.istockphoto.com/legal/terms-of-use","https://www.istockphoto.com/photos/security?excludenudity=true&sort=mostpopular&mediatype=photography&phrase=security","https://www.istockphoto.com/vector/general-data-protection-regulation-concept-illustration-25-may-2018-gm903899986-249288376","","","","","","",""
"Aha!","aha.io","https://aha.io","https://logo.clearbit.com/aha.io?size=36","https://www.aha.io/product/pricing","https://www.aha.io/legal/privacy_policy","https://www.aha.io/legal/terms_of_service","https://www.aha.io/legal/security","https://big.ideas.aha.io/ideas/APP-I-5718","","","","","","",""
"Boomeranggmail","boomeranggmail.com","https://boomeranggmail.com","https://logo.clearbit.com/boomeranggmail.com?size=36","http://www.boomeranggmail.com/subscriptions.html","http://www.boomeranggmail.com/privacy.html","http://www.boomeranggmail.com/download/terms.html","","","","","","","","",""
"Proto.Io","proto.io","https://proto.io","https://logo.clearbit.com/proto.io?size=36","https://proto.io/en/pricing/","https://proto.io/en/privacy-policy/","https://proto.io/en/terms-conditions/","","https://support.proto.io/hc/en-us/articles/360000255971-Compliance-of-Proto-io-with-the-EU-General-Data-Protection-Regulation-GDPR-","","","","","","",""
"Oracle Corporation","oracle.com","https://oracle.com","https://logo.clearbit.com/oracle.com?size=36","http://www.oracle.com/us/corporate/pricing/price-lists/index.html","https://www.oracle.com/legal/privacy/privacy-policy.html","https://www.oracle.com/legal/terms.html","https://www.oracle.com/corporate/citizenship/values/privacy.html","https://www.oracle.com/applications/gdpr/index.html","","","","","","",""
"Openvpn","openvpn.net","https://openvpn.net","https://logo.clearbit.com/openvpn.net?size=36","https://openvpn.net/index.php/access-server/pricing.html","https://openvpn.net/index.php/privacy-policy.html","https://openvpn.net/index.php/terms-of-use.html","https://openvpn.net/index.php/open-source/documentation/security-overview.html","","","","","","","",""
"GoodHire","goodhire.com","https://goodhire.com","https://logo.clearbit.com/goodhire.com?size=36","https://www.goodhire.com/employment-screening/pricing","https://www.goodhire.com/privacy","https://www.goodhire.com/terms","https://www.goodhire.com/security","","","","","","","",""
"Nounproject","nounproject.com","https://nounproject.com","https://logo.clearbit.com/nounproject.com?size=36","https://thenounproject.com/accounts/pricing/","https://thenounproject.com/legal/#!privacy-policy","https://thenounproject.com/legal/#!terms-of-use","https://thenounproject.com/term/security/","https://thenounproject.com/term/gdpr/","","","","","","",""
"Gusto","gusto.com","https://gusto.com","https://logo.clearbit.com/gusto.com?size=36","https://gusto.com/product/pricing","https://gusto.com/about/privacy","https://gusto.com/about/terms","https://gusto.com/security","https://www.gustoresearch.com/privacy-policy","","","","","","",""
"Okta","okta.com","https://okta.com","https://logo.clearbit.com/okta.com?size=36","https://www.okta.com/pricing/","https://www.okta.com/privacy-policy/","https://www.okta.com/occ-terms.html","https://www.okta.com/security/","https://www.okta.com/gdpr/","","","","","","",""
"Iron Mountain","ironmountain.com","https://ironmountain.com","https://logo.clearbit.com/ironmountain.com?size=36","http://cic.ironmountain.com/dataprotection/invoices/weigh.asp","http://www.ironmountain.com/utility/legal/privacy-policy","http://www.ironmountain.com/utility/legal/website-terms","http://www.ironmountain.com/resources/general-articles/w/what-is-information-security","http://www.ironmountain.com/resources/best-practice-guides/g/gdpr-for-information-governance-professionals","","","","","","",""
"Fastly","fastly.com","https://fastly.com","https://logo.clearbit.com/fastly.com?size=36","https://www.fastly.com/pricing","https://www.fastly.com/privacy","https://www.fastly.com/terms","https://www.fastly.com/security-blog","https://twitter.com/fastly/status/941390331316125696?lang=en","","","","","","",""
"Contactually","contactually.com","https://contactually.com","https://logo.clearbit.com/contactually.com?size=36","https://www.contactually.com/pricing","https://www.contactually.com/legal/privacy-policy","https://www.contactually.com/legal/terms-of-service","https://www.contactually.com/platform/security","","","","","","","",""
"Backblaze","backblaze.com","https://backblaze.com","https://logo.clearbit.com/backblaze.com?size=36","https://www.backblaze.com/b2/cloud-storage-pricing.html","https://www.backblaze.com/company/privacy.html","https://www.backblaze.com/company/terms.html","https://www.backblaze.com/security.html","https://www.backblaze.com/blog/gdpr-compliance/","","","","","","",""
"VTS","vts.com","https://vts.com","https://logo.clearbit.com/vts.com?size=36","","https://www.vts.com/privacy","https://www.vts.com/site_terms","http://on.vts.com/security.html?utm_source=cretech&utm_medium=newsletter_8316&utm_content=intext&utm_campaign=SecurityQ316","","","","","","","",""
"Freshdesk","freshdesk.com","https://freshdesk.com","https://logo.clearbit.com/freshdesk.com?size=36","https://freshdesk.com/pricing","https://www.freshworks.com/privacy/?_ga=2.181070309.39211862.1521920155-620273125.1521920155","https://www.freshworks.com/terms/?_ga=2.181070309.39211862.1521920155-620273125.1521920155","https://www.freshworks.com/security/","https://support.freshdesk.com/support/discussions/topics/317574","","","","","","",""
"Organimi","organimi.com","https://organimi.com","https://logo.clearbit.com/organimi.com?size=36","https://www.organimi.com/pricing/","https://www.organimi.com/privacy/","https://www.organimi.com/terms/","","","","","","","","",""
"Greenhouse Software","greenhouse.io","https://greenhouse.io","https://logo.clearbit.com/greenhouse.io?size=36","https://www.greenhouse.io/pricing","https://www.greenhouse.io/privacy-policy","https://www.greenhouse.io/subscription_agreement","https://www.greenhouse.io/security-and-performance","https://support.greenhouse.io/hc/en-us/articles/115005265943-Greenhouse-EU-Compliance-and-the-General-Data-Protection-Regulation-GDPR-","","","","","","",""
"Surveygizmo","surveygizmo.com","https://surveygizmo.com","https://logo.clearbit.com/surveygizmo.com?size=36","https://www.surveygizmo.com/professionals/","https://www.surveygizmo.com/privacy/","https://www.surveygizmo.com/terms/","https://help.surveygizmo.com/help/surveygizmo-security-faq","https://help.surveygizmo.com/help/surveygizmo-security-faq#gdpr-compliance","","","","","","",""
"The Muse","themuse.com","https://themuse.com","https://logo.clearbit.com/themuse.com?size=36","","https://www.themuse.com/user/privacy","https://www.themuse.com/user/terms","","","","","","","","",""
"Doodle","doodle.com","https://doodle.com","https://logo.clearbit.com/doodle.com?size=36","https://doodle.com/premium","https://doodle.com/privacy-policy","https://doodle.com/terms-of-service","https://en.blog.doodle.com/tag/security/","","","","","","","",""
"Lever","lever.co","https://lever.co","https://logo.clearbit.com/lever.co?size=36","https://www.lever.co/pricing","https://www.lever.co/privacy-policy","https://www.lever.co/terms-of-service","","https://help.lever.co/hc/en-us/articles/360000239763-How-is-Lever-supporting-our-customers-GDPR-compliance-efforts-","","","","","","",""
"Qualaroo","qualaroo.com","https://qualaroo.com","https://logo.clearbit.com/qualaroo.com?size=36","https://qualaroo.com/pricing/","https://qualaroo.com/privacy-policy/","https://qualaroo.com/terms-of-service/","","","","","","","","",""
"Zuora","zuora.com","https://zuora.com","https://logo.clearbit.com/zuora.com?size=36","https://www.zuora.com/products/central-platform/pricing/","https://www.zuora.com/privacy-statement/","https://www.zuora.com/terms-conditions/","https://knowledgecenter.zuora.com/CF_Users_and_Administrators/A_Administrator_Settings/Security_Policies","https://www.zuora.com/guides/guide-understanding-gdpr-implications-subscription-businesses/","","","","","","",""
"Heap","heapanalytics.com","https://heapanalytics.com","https://logo.clearbit.com/heapanalytics.com?size=36","https://heapanalytics.com/pricing","https://heapanalytics.com/privacy","https://heapanalytics.com/terms","","","45","251","275","11","1124","25","1124"
"Corporation Service Company","cscglobal.com","https://cscglobal.com","https://logo.clearbit.com/cscglobal.com?size=36","","https://www.cscglobal.com/service/csc/privacy","https://www.cscglobal.com/service/csc/legal","","https://www.cscglobal.com/service/webinar/cyber-security-eu-gdpr","","","","","","",""
"Hackerone","hackerone.com","https://hackerone.com","https://logo.clearbit.com/hackerone.com?size=36","","https://www.hackerone.com/privacy","https://www.hackerone.com/terms","https://hackerone.com/security","https://www.hackerone.com/blog/Ready-or-Not-Here-Comes-GDPR","","","","","","",""
"Coursera","coursera.org","https://coursera.org","https://logo.clearbit.com/coursera.org?size=36","","https://www.coursera.org/about/privacy","https://www.coursera.org/about/terms","","","","","","","","",""
"Bizible","bizible.com","https://bizible.com","https://logo.clearbit.com/bizible.com?size=36","https://info.bizible.com/pricing","https://www.bizible.com/privacy-policy","https://www.bizible.com/terms-of-service","https://www.bizible.com/security","https://www.bizible.com/gdpr","","","","","","",""
"Webflow","webflow.com","https://webflow.com","https://logo.clearbit.com/webflow.com?size=36","https://webflow.com/pricing","https://webflow.com/privacy","https://webflow.com/terms","https://webflow.com/feature/enterprise-grade-website-security","https://uploads-ssl.webflow.com/5544c3e7a4e71e8a4de84ada/5a7c907c69f239000171723e_GDPR%20Green%20IT%20Document.pdf","","","","","","",""
"Close.Io","close.io","https://close.io","https://logo.clearbit.com/close.io?size=36","https://close.io/pricing/","https://close.io/privacy/","https://close.io/tos/","https://help.close.io/customer/en/portal/articles/1394551-data-security-and-privacy","https://help.close.io/customer/en/portal/articles/2262294-eu-data-privacy","","","","","","",""
"BOND","bond.co","https://bond.co","https://logo.clearbit.com/bond.co?size=36","","https://bond.co/privacy","https://bond.co/terms-conditions","","","","","","","","",""
"Telestream","telestream.net","https://telestream.net","https://logo.clearbit.com/telestream.net?size=36","https://cloud.telestream.net/flip/pricing/","http://www.telestream.net/company/privacy.htm","http://www.telestream.net/company/terms-of-service.htm","https://cloud.telestream.net/blog/tag/security/","","","","","","","",""
"Bitrise","bitrise.io","https://bitrise.io","https://logo.clearbit.com/bitrise.io?size=36","https://www.bitrise.io/pricing","https://www.bitrise.io/privacy","https://www.bitrise.io/terms","https://devcenter.bitrise.io/getting-started/code-security/","","","","","","","",""
"Network Solutions","networksolutions.com","https://networksolutions.com","https://logo.clearbit.com/networksolutions.com?size=36","http://www.networksolutions.com/support/price-levels/","https://assets.web.com/legal/English/PrivacyPolicy.pdf","https://assets.web.com/legal/English/TermsOfUse.pdf","http://www.networksolutions.com/education/site-security-101/","","","","","","","",""
"Wayup","wayup.com","https://wayup.com","https://logo.clearbit.com/wayup.com?size=36","https://www.wayup.com/profile/Vinlisa-Price-d78bb69657/","https://www.wayup.com/privacy/","https://www.wayup.com/terms/","https://www.wayup.com/i-j-IPS-Security-498337811712460/","https://www.wayup.com/i-j-Ancestry-727558363065373/","","","","","","",""
"Pardot","pardot.com","https://pardot.com","https://logo.clearbit.com/pardot.com?size=36","https://www.pardot.com/pricing/","https://www.salesforce.com/company/privacy/","https://www.pardot.com/legal/site-terms-of-service/","http://help.pardot.com/customer/en/portal/topics/845107-security-account-settings/articles","","","","","","","",""
"Nitro PDF","gonitro.com","https://gonitro.com","https://logo.clearbit.com/gonitro.com?size=36","https://www.gonitro.com/pricing","https://www.gonitro.com/privacy-policy","https://www.gonitro.com/terms-of-service","https://www.gonitro.com/privacy-policy","","","","","","","",""
"AppFigures","appfigures.com","https://appfigures.com","https://logo.clearbit.com/appfigures.com?size=36","https://appfigures.com/pricing","https://appfigures.com/privacy","https://appfigures.com/terms","https://appfigures.com/support/kb/security","","","","","","","",""
"Iron.Io","iron.io","https://iron.io","https://logo.clearbit.com/iron.io?size=36","https://www.iron.io/pricing","https://www.iron.io/privacy","https://www.iron.io/terms","","","","","","","","",""
"Alexa","alexa.com","https://alexa.com","https://logo.clearbit.com/alexa.com?size=36","https://www.alexa.com/plans","https://www.alexa.com/help/privacy","https://www.alexa.com/help/terms","","https://www.alexa.com/siteinfo/gdpr.com","","","","","","",""
"Campaign Monitor","campaignmonitor.com","https://campaignmonitor.com","https://logo.clearbit.com/campaignmonitor.com?size=36","https://www.campaignmonitor.com/pricing/","https://www.campaignmonitor.com/policies/#privacy-policy","https://www.campaignmonitor.com/policies/#terms-of-use","https://www.campaignmonitor.com/trust/security/","https://www.campaignmonitor.com/trust/gdpr-compliance/","","","","","","",""
"Cvent","cvent.com","https://cvent.com","https://logo.clearbit.com/cvent.com?size=36","","http://www.cvent.com/en/privacy-policy.shtml","http://www.cvent.com/en/product-terms-of-use.shtml","https://blog.cvent.com/events/venue-sourcing/event-security-now-important-ever/","http://www.cvent.com/uk/gdpr/learn-more.shtml","","","","","","",""
"Dapulse","dapulse.com","https://dapulse.com","https://logo.clearbit.com/dapulse.com?size=36","https://monday.com/pricing/","https://monday.com/privacy/","https://monday.com/tou/","https://monday.com/terms/security","https://monday.com/terms/gdpr/","","","","","","",""
"Norton","norton.com","https://norton.com","https://logo.clearbit.com/norton.com?size=36","https://us.norton.com/pricing","https://www.symantec.com/privacy","https://us.norton.com/internetsecurity-privacy-software-terms-of-service-and-privacy-policies-explained.html","","https://bbs.norton.com/connect/ru/blogs/het-overbruggen-van-de-kloof-tussen-it-en-de-business-met-next-generation-cloud-security","","","","","","",""
"Carbonite","carbonite.com","https://carbonite.com","https://logo.clearbit.com/carbonite.com?size=36","https://www.carbonite.com/backup-software/buy-carbonite-safe/","https://www.carbonite.com/terms-of-use/privacy-policy/","https://www.carbonite.com/terms-of-use/website/","","https://www.carbonite.com/data-protection-resources/resource/White-paper/carbonite-dgpr/","","","","","","",""
"Toutapp","toutapp.com","https://toutapp.com","https://logo.clearbit.com/toutapp.com?size=36","https://www1.toutapp.com/pricing/","https://toutapp.com/privacy","https://documents.marketo.com/toutapp/terms","","","","","","","","",""
"AdStage","adstage.io","https://adstage.io","https://logo.clearbit.com/adstage.io?size=36","https://www.adstage.io/pricing/","","https://www.adstage.io/terms-and-conditions/","","https://blog.adstage.io/2017/09/06/first-party-data/","","","","","","",""
"Teamwork.Com","teamwork.com","https://teamwork.com","https://logo.clearbit.com/teamwork.com?size=36","https://www.teamwork.com/projects-pricing","https://www.teamwork.com/privacypolicy","https://www.teamwork.com/termsofservice","https://www.teamwork.com/security","","","","","","","",""
"Buzzsumo","buzzsumo.com","https://buzzsumo.com","https://logo.clearbit.com/buzzsumo.com?size=36","https://app.buzzsumo.com/account/plans","http://buzzsumo.com/privacy-policy/","http://buzzsumo.com/terms-conditions/","","","45","276","300","12","1124","25","1124"
"Zenefits","zenefits.com","https://zenefits.com","https://logo.clearbit.com/zenefits.com?size=36","https://www.zenefits.com/pricing/","https://www.zenefits.com/privacy/","https://www.zenefits.com/tos/","https://www.zenefits.com/security/","","","","","","","",""
"Buddybuild","buddybuild.com","https://buddybuild.com","https://logo.clearbit.com/buddybuild.com?size=36","https://www.buddybuild.com/pricing#business","https://www.apple.com/legal/privacy/en-ww/","https://www.buddybuild.com/tos","","","","","","","","",""
"ImgIX","imgix.com","https://imgix.com","https://logo.clearbit.com/imgix.com?size=36","https://www.imgix.com/pricing","https://www.imgix.com/privacy","https://www.imgix.com/terms","https://blog.imgix.com/tag/security","","","","","","","",""
"Cision","cision.com","https://cision.com","https://logo.clearbit.com/cision.com?size=36","https://www.cision.com/us/pricing/?nav_location=main_menu","https://www.cision.com/us/legal/privacy-policy/","https://www.cision.com/us/legal/prw-terms/","https://www.cision.com/us/legal/security-statement/","","","","","","","",""
"Droplr","droplr.com","https://droplr.com","https://logo.clearbit.com/droplr.com?size=36","https://droplr.com/pricing/","https://droplr.com/privacy/","https://droplr.com/terms/","https://droplr.com/blog/serverless-architecture-security/","","","","","","","",""
"Hubdoc","hubdoc.com","https://hubdoc.com","https://logo.clearbit.com/hubdoc.com?size=36","https://www.hubdoc.com/pricing","https://www.hubdoc.com/privacy-policy","https://www.hubdoc.com/terms","https://www.hubdoc.com/security-policy","http://content.hubdoc.com/hubdoc-blog/quickbooks-connect-london","","","","","","",""
"Monster","monster.com","https://monster.com","https://logo.clearbit.com/monster.com?size=36","","http://inside.monster.com/privacy/home.aspx","http://inside.monster.com/terms-of-use","http://inside.monster.com/security-center/home.aspx","","","","","","","",""
"PowerToFly","powertofly.com","https://powertofly.com","https://logo.clearbit.com/powertofly.com?size=36","https://powertofly.com/pricing/","https://powertofly.com/privacy/","https://powertofly.com/terms/","https://powertofly.com/jobs/detail/5188","","","","","","","",""
"Redis Labs","redislabs.com","https://redislabs.com","https://logo.clearbit.com/redislabs.com?size=36","https://redislabs.com/pricing/","https://redislabs.com/privacy/","https://redislabs.com/terms/","https://redislabs.com/blog/3-critical-points-about-security/","https://redislabs.com/webinars/secure-redis-deployments-simplified-compliance-pci-hipaa-gdpr-fisma-redis-enterprise/","","","","","","",""
"NetSuite","netsuite.com","https://netsuite.com","https://logo.clearbit.com/netsuite.com?size=36","http://www.netsuite.com/portal/products/erp/order-management/pricing.shtml","http://www.netsuite.com/portal/privacy.shtml","http://www.netsuite.com/portal/terms-of-use.shtml","http://www.netsuite.com/portal/platform/infrastructure/application-security.shtml","","","","","","","",""
"Avalara","avalara.com","https://avalara.com","https://logo.clearbit.com/avalara.com?size=36","https://www1.avalara.com/us/en/products/sales-and-use-tax/avatax/avatax-pricing.html","https://www1.avalara.com/us/en/legal/privacy-policy.html?sessionId=1521392894073&referrer=&lastReferrer=www1.avalara.com","https://www1.avalara.com/us/en/legal/site-terms.html?sessionId=1521392894073&referrer=&lastReferrer=www1.avalara.com","https://www1.avalara.com/us/en/about/trust.html?sessionId=1521392894073&referrer=&lastReferrer=www1.avalara.com","","","","","","","",""
"Ariba","ariba.com","https://ariba.com","https://logo.clearbit.com/ariba.com?size=36","https://www.ariba.com/ariba-network/ariba-network-for-suppliers/subscriptions-and-pricing","https://www.sap.com/about/legal/privacy.html","https://www.ariba.com/terms-of-use","","https://www.ariba.com/gdpr","","","","","","",""
"Business Wire","businesswire.com","https://businesswire.com","https://logo.clearbit.com/businesswire.com?size=36","","https://www.businesswire.com/portal/site/home/privacy/","https://www.businesswire.com/portal/site/home/terms-of-use/","https://www.businesswire.com/portal/site/home/news/industry/?vnsId=31258","https://www.businesswire.com/portal/site/home/news/industry/?vnsId=31231","","","","","","",""
"Freshbooks","freshbooks.com","https://freshbooks.com","https://logo.clearbit.com/freshbooks.com?size=36","https://www.freshbooks.com/pricing","https://www.freshbooks.com/policies/privacy","https://www.freshbooks.com/policies/terms-of-service","https://www.freshbooks.com/policies/security-safeguards","","","","","","","",""
"Qwilr","qwilr.com","https://qwilr.com","https://logo.clearbit.com/qwilr.com?size=36","https://qwilr.com/pricing","https://qwilr.com/about/privacy/","https://qwilr.com/about/terms-of-service/","https://qwilr.com/features/security/","","","","","","","",""
"Appcues","appcues.com","https://appcues.com","https://logo.clearbit.com/appcues.com?size=36","https://www.appcues.com/pricing","https://www.appcues.com/privacy","https://www.appcues.com/terms","https://www.appcues.com/security","","","","","","","",""
"Yubico","yubico.com","https://yubico.com","https://logo.clearbit.com/yubico.com?size=36","https://www.yubico.com/store/","https://www.yubico.com/support/terms-conditions/privacy-policy/","https://www.yubico.com/support/terms-conditions/","https://www.yubico.com/products/yubikey-hardware/fido-u2f-security-key/","https://www.yubico.com/2017/10/key-gdpr-compliance-online-privacy-protection/","","","","","","",""
"Spanning Cloud Apps","spanning.com","https://spanning.com","https://logo.clearbit.com/spanning.com?size=36","https://spanning.com/products/","https://spanning.com/privacy-statement/","","https://spanning.com/data-protection-security/","https://spanning.com/gdpr/","","","","","","",""
"Insightsquared","insightsquared.com","https://insightsquared.com","https://logo.clearbit.com/insightsquared.com?size=36","http://www.insightsquared.com/plans/","http://www.insightsquared.com/docs/privacypolicy/","http://www.insightsquared.com/docs/tandc/","http://www.insightsquared.com/security/","","","","","","","",""
"Register.Com","register.com","https://register.com","https://logo.clearbit.com/register.com?size=36","","https://assets.web.com/legal/English/PrivacyPolicy.pdf","https://assets.web.com/legal/English/TermsOfUse.pdf","https://www.register.com/product/security-sslcertificates.rcmx","","","","","","","",""
"Getty Images","gettyimages.com","https://gettyimages.com","https://logo.clearbit.com/gettyimages.com?size=36","https://www.gettyimages.com/plans-and-pricing","https://www.gettyimages.com/company/privacy-policy","https://www.gettyimages.com/company/terms","","","","","","","","",""
"Ghost","ghost.org","https://ghost.org","https://logo.clearbit.com/ghost.org?size=36","https://ghost.org/pricing/","https://ghost.org/privacy/","https://ghost.org/terms/","https://help.ghost.org/article/74-can-you-describe-your-security-practices","","","","","","","",""
"LegalZoom","legalzoom.com","https://legalzoom.com","https://logo.clearbit.com/legalzoom.com?size=36","https://www.legalzoom.com/business/business-formation/llc-pricing.html","https://www.legalzoom.com/legal/general-terms/privacy-policy","https://www.legalzoom.com/legal/general-terms/terms-of-use","https://www.legalzoom.com/legalforms/security-agreement","","","","","","","",""
"Autodesk","autodesk.com","https://autodesk.com","https://logo.clearbit.com/autodesk.com?size=36","https://www.autodesk.com/buy-online","https://www.autodesk.com/company/legal-notices-trademarks/privacy-statement","https://www.autodesk.com/company/legal-notices-trademarks/website-terms-of-use","https://www.autodesk.com/trust/security","https://www.autodesk.com/trust/privacy-and-compliance","","","","","","",""
"Snap Engage","snapengage.com","https://snapengage.com","https://logo.clearbit.com/snapengage.com?size=36","https://snapengage.com/pricing-new","https://snapengage.com/privacy-policy/","https://snapengage.com/terms-of-service/","https://help.snapengage.com/security/","https://help.snapengage.com/does-snapengage-comply-with-eu-data-protection-requirements/","45","301","325","13","1124","25","1124"
"Mode Analytics","modeanalytics.com","https://modeanalytics.com","https://logo.clearbit.com/modeanalytics.com?size=36","https://help.modeanalytics.com/pricing-and-billing/","https://about.modeanalytics.com/privacy/","https://about.modeanalytics.com/tos/","https://about.modeanalytics.com/security/","","","","","","","",""
"CoderPad","coderpad.io","https://coderpad.io","https://logo.clearbit.com/coderpad.io?size=36","https://coderpad.io/pricing","https://coderpad.io/privacy","https://coderpad.io/tos","","","","","","","","",""
"MadKudu","madkudu.com","https://madkudu.com","https://logo.clearbit.com/madkudu.com?size=36","https://www.madkudu.com/pricing","https://www.madkudu.com/privacy","","https://www.madkudu.com/security","","","","","","","",""
"Macstadium","macstadium.com","https://macstadium.com","https://logo.clearbit.com/macstadium.com?size=36","https://www.macstadium.com/mac-mini/","https://www.macstadium.com/content/uploads/2016/04/MacStadium_Privacy_Policy_2016.pdf","https://www.macstadium.com/content/uploads/2016/04/MacStadium_MSA__Terms_of_Service_2016.pdf","https://www.macstadium.com/features/network-security/","","","","","","","",""
"Quip","quip.com","https://quip.com","https://logo.clearbit.com/quip.com?size=36","https://quip.com/about/pricing","https://quip.com/about/privacy","https://quip.com/about/terms","http://support.quip.com/forums/22241071-Security-and-Privacy","https://quip.com/blog/live-apps-partners","","","","","","",""
"Baremetrics","baremetrics.com","https://baremetrics.com","https://logo.clearbit.com/baremetrics.com?size=36","https://baremetrics.com/pricing","https://baremetrics.com/privacy","https://baremetrics.com/terms","https://baremetrics.com/security","https://baremetrics.com/gdpr","","","","","","",""
"Screamingfrog","screamingfrog.co.uk","https://screamingfrog.co.uk","https://logo.clearbit.com/screamingfrog.co.uk?size=36","https://www.screamingfrog.co.uk/seo-spider/pricing/","https://www.screamingfrog.co.uk/disclaimer/","https://www.screamingfrog.co.uk/seo-spider/terms-conditions/","","","","","","","","",""
"Pritunl","pritunl.com","https://pritunl.com","https://logo.clearbit.com/pritunl.com?size=36","https://docs.pritunl.com/docs/subscription","https://client.pritunl.com/privacy.html","https://pritunl.com/terms","https://pritunl.com/security","","","","","","","",""
"Flinto","flinto.com","https://flinto.com","https://logo.clearbit.com/flinto.com?size=36","https://www.flinto.com/pricing","https://www.flinto.com/privacy_policy","https://www.flinto.com/user_agreement","","","","","","","","",""
"Backupify","backupify.com","https://backupify.com","https://logo.clearbit.com/backupify.com?size=36","","https://www.datto.com/privacy-policy","https://www.backupify.com/backupify-terms-of-use","","https://www.backupify.com/gdpr","","","","","","",""
"Cloudinary","cloudinary.com","https://cloudinary.com","https://logo.clearbit.com/cloudinary.com?size=36","https://cloudinary.com/pricing","https://cloudinary.com/privacy","https://cloudinary.com/tos","https://cloudinary.com/blog/tag/Security","https://cloudinary.com/blog/gdpr_the_what_the_when_the_why_and_how_cloudinary_is_preparing_for_day_0","","","","","","",""
"Dropcam","dropcam.com","https://dropcam.com","https://logo.clearbit.com/dropcam.com?size=36","https://nest.com/support/article/How-much-will-it-cost-to-have-my-Nest-Learning-Thermostat-professionally-installed","https://nest.com/legal/privacy-policy-for-nest-web-sites/","https://nest.com/legal/terms-of-service/","https://nest.com/alarm-system/overview/","","","","","","","",""
"Sidekiq","sidekiq.org","https://sidekiq.org","https://logo.clearbit.com/sidekiq.org?size=36","https://sidekiq.org/products/pro.html","","","","","","","","","","",""
"Periscope Data","periscopedata.com","https://periscopedata.com","https://logo.clearbit.com/periscopedata.com?size=36","https://www.periscopedata.com/blog/binomial-options-pricing-in-postgres","https://www.periscopedata.com/privacy-policy","","https://www.periscopedata.com/security","","","","","","","",""
"Thomson Reuters","thomsonreuters.com","https://thomsonreuters.com","https://logo.clearbit.com/thomsonreuters.com?size=36","","https://www.thomsonreuters.com/en/privacy-statement.html","https://www.thomsonreuters.com/en/terms-of-use.html","","","","","","","","",""
"Optinmonster","optinmonster.com","https://optinmonster.com","https://logo.clearbit.com/optinmonster.com?size=36","https://optinmonster.com/pricing/","https://optinmonster.com/privacy/","https://optinmonster.com/terms/","https://optinmonster.com/security/","https://optinmonster.com/gdpr/","","","","","","",""
"Ahrefs","ahrefs.com","https://ahrefs.com","https://logo.clearbit.com/ahrefs.com?size=36","https://ahrefs.com/pricing","https://www.iubenda.com/privacy-policy/794932","https://ahrefs.com/terms","https://ahrefs.com/blog/protect-website-from-hackers/","","","","","","","",""
"ProfitWell","profitwell.com","https://profitwell.com","https://logo.clearbit.com/profitwell.com?size=36","https://www.profitwell.com/pricing","https://www.profitwell.com/privacy-policy","https://www.profitwell.com/terms-security","https://www.profitwell.com/terms-security","https://www.profitwell.com/gdpr","","","","","","",""
"Sumo","sumo.com","https://sumo.com","https://logo.clearbit.com/sumo.com?size=36","https://sumo.com/pricing","https://help.sumo.com/hc/en-us/articles/218958727-Privacy-Policy","https://sumo.com/tos","","https://help.sumo.com/hc/en-us/articles/115003953111-GDPR-Compliance","","","","","","",""
"Endicia","endicia.com","https://endicia.com","https://logo.clearbit.com/endicia.com?size=36","https://www.endicia.com/usps/postage-rate-change/january2018/","https://www.endicia.com/policy/privacy-policy/","https://www.endicia.com/policy/terms-and-conditions","https://www.endicia.com/landing-pages/ssl-support","","","","","","","",""
